00-2529-3_2000	OWOS01000030.1	2000-
2015TE1619411_2015	QVZQ01000031.1	2015-05-05
2015TE1620011_2015	QWBG01000038.1	2015-06-01
2015TE2182411_2015	QWBJ01000036.1	2015-06-16
2015TE2182511_2015	QWBN01000030.1	2015-07-07
2015TE2627011_2015	QVZO01000044.1	2015
2016CB126517_2016	QVZR01000036.1 	2016-02-23
2016TE1727011_2016	QVZM01000043.1 	2016-06-16
2016TE1727111_2016	QVZH01000033.1 	2016-07-06
2016TE600811_2016	QWAC01000035.1 	2016
2016TE634411_2016	QWBR01000037.1 	2016
2016TE70312_2015	QVZN01000039.1	2015-12-22
2016TE70511_2015	QWAS01000037.1	2016-12-22
2017TE307211_2017	QWAL01000076.1	2017 
20236_2012	CP008750.1	2012-06-01
43_Unknown	ANOD01000476.1	?
548_1948	JDFS01000001.1 	1948-09-04
64-150_1964	AQNC01000001.1	1964
66-59_1966	AQND01000001.1	1966
ADMAS-G1_2013	AUTT01000001.1	2013-03
ATCC23457_Unknown	CP001488.1	?
B115_1962	AQIC01000001.1	1962
B115_Unknown	DMIJ01000018.1	
B15_2018	CP035795.1	2018-05
B29_2018	CP035793.1	2018-06
B7_2016	RWIG01000007.1	2016-10
B9_2018	CP035797.1	2018-02
Babortus-2308_1940	NC_007618.1	2014-11-20
BB10_2012	JZHD01000001.1	2012
BB1_1973	JZHL01000001.1	1973
BB15_2010	JZHR01000001.1	2010
BB17_2010	JZHT01000001.1	2010
BB18_2013	JZHU01000001.1	2013
BB19_2011	JZHV01000001.1	2011
BB20_2011	JZHW01000001.1	2011
BB2_1957	JZHK01000001.1	1957
BB3_1980	JZHJ01000001.1	1980
BB4_1957	JZHI01000001.1	1957
BB5_2012	JZHH01000001.1	2012
BB6_1963	JZHM01000001.1	1963
BB7_1980	JZHG01000001.1	1980
BB8_1991	JZHF01000006.1	1991
BB9_1990	JZHE01000001.1	1990
BCB028_1956	ALOM02000127.1	1956-02
BCB033_2006	ALOO02000164.1	2006-11
BG2-S27_2008	KB850495.1	2008
BL_2012	CP022875.1	2012
BmIND1_2007	JMKL01000001.1	2007-08-10
BMM-13-15_2015	NCRL01000001.1 	2015-05-26
BMM13-15_2015	NCRL01000001.1 	2015-05-26
BMM15-15_2015	NCRJ01000001.1	2015-06-11
BMM-19-15_2015	NCRI01000001.1	2015-08-03
BMM26-15_2015	NBBM01000001.1	2015-10-23
BmWS93_2015	CP034103.1	2015-08-11
Brm-1252-10-Geo_2010	MIJP01000001.1	2010
Brm-1268-11-Geo_2011	MIJQ01000001.1 	2011
Brm-1771-12-Geo_2012	MIJO01000001.1 	2012
BRUC048_Unknown	LUFL01000001.1 	2015-11-11
BRUC101_Unknown	LUFK01000001.1 	2015-11-11
Brucellamelitensis-043_Unknown	ANOD01000476.1 
Brucellamelitensisbiovar_8	OWOX01000024.1	2018-05-23
BwIM-AFG-63_2016	CP018478.1 	2016
BwIM-ALB-46_2015	CP018480.1 	2015
BwIM-BGR-21_2016	CP018482.1 	2016
BwIM-IRN-28_2015	CP018484.1 	2015 
BwIM-IRN-37_2015	CP018486.1 	2015
BwIM-IRQ-11_2014	CP018488.1 	2014
BwIM-IRQ-32_2014	CP018490.1 	2014
BwIM-IRQ-43_2015	CP018492.1 	2015
BwIMITA-45_2015	CP018494.1  	2015
BwIM-ITA-55_2016	CP018496.1  	2016
BwIM-JOR-13_2015	CP018498.1  	2015
BwIM-KWT-42_2016	CP018500.1 	2016
BwIM-MAR-25_2016	CP018502.1 	2016
BwIM-SAU-09_2015	CP018504.1 	2015
BwIM-SOM-36a_2014	CP018506.1  	2014
BwIM-SOM-36b_2014	CP018508.1  	2014
BwIM-SYR-01_2015	CP018510.1 	2015
BwIM-SYR-04_2015	CP018512.1 	2015
BwIM-SYR-05_2015	CP018514.1 	2015
BwIM-SYR-07_2015	CP018516.1 	2015
BwIM-SYR-08_2016	CP018518.1 	2016
BwIM-SYR-10_2016	CP018520.1 	2016
BwIM-SYR-14_2015	CP018522.1 	2015
BwIM-SYR-23_2016	CP018524.1 	2016
BwIM-SYR-26_2015	CP018526.1 	2015
BwIM-SYR-31_2015	CP018528.1 	2015
BwIM-SYR-34_2015	CP018530.1 	2015
BwIM-SYR-41_2016	CP018532.1 	2016
BwIM-SYR-53_2015	CP018534.1 	2015
BwIM-TKM-56_2015	CP018536.1 	2015
BwIM-TUR-02_2016	CP018538.1 	2016
BwIM-TUR-03_2014	CP018540.1 	2014
BwIM-TUR-17_2014	CP018544.1 	2014
BwIM-TUR-19_2014	CP018546.1 	2014
BwIM-TUR-24_2015	CP018548.1 	2015
BwIM-TUR-27_2015	CP018550.1 	2015
BwIM-TUR-30_2014	CP018570.1 	2014
BwIM-TUR-38_2015	CP018552.1 	2015
BwIM-TUR-39_2014	CP018554.1 	2014
BwIM-TUR-40_2014	CP018556.1 	2014
BwIM-TUR-51_2014	CP018558.1 	2014
BwIM-TUR-5_2014	CP018542.1 	2014
BwIM-TUR-59_2014	CP018560.1  	2014
BwIM-TUR-60_2014	CP018562.1 	2014
BwIM-XXX-12_2015	CP018564.1 	2015
BwIM-XXX-22_2015	CP018566.1 	2015
BwIM-XXX-54_2015	CP018568.1 	2015
BY38_2013	CP022827.1	2013
C-554_2012	JFAS01000001.1 	2012-07-16
C-555_2012	JFAT01000001.1 	2012-07-18
C-558_2013	JJOF01000001.1 	2013-03-18
C-567_2014	LKAT01000001.1 	2014
C-568_2014	LKAU01000001.1 	2014
C-569_2014	LKEC01000001.1 	2014
C-570_2014	LKAV01000001.1 	2014
C-571_2014	LKAW01000001.1 	2014
C-572_2014	LKED01000001.1 	2014
C-573_2014	CP019679.1	2014
CIIMS-BH-2_2016	CP025680.1  	2016-02-24
CIIMS-NV-1_2016	CP029756.1 	2016-03-25
CIIMS-NV-5_2016	PKSQ01000002.1 	2016-03-31
CIIMS-PH-3_2016	CP026005.1 	2016-02-28
CIT21_2015	CP025819.1 	2015-03-01
CIT31_2015	CP025821.1 	2015-03-01
CIT43_2015	CP026337.1 	2015-03-01
CNGB1076_2006	AQNE01000001.1 	2006
CNGB1120_2006	AQNF01000001.1 	2006
CNGB290_1996	AQNG01000001.1 	1996
Ether-VerA_Unknown	EQ999598.1 	
Ether-VerB_Unknown	CP007760.1 	2014-05-20
F10-05-2_2005	AQNH01000001.1 	2005
F10-06-16_2006	KB850514.1 	2006
F1-06B10_2006	KB850505.1 	2006
F15-06-7_2006	AQID01000001.1 	2006
F2-06-6_2006	AQNI01000001.1 	2006
F3-02_2002	AQNJ01000001.1 	2002
F5-07-239A_2007	AQNK01000001.1 	2007
F6-05-6_2005	AQNL01000001.1 	2005
F8-01-155_2001	KB850565.1 	2001
F9-05_2005	KB850517.1 	2005
Human-CT-US-1995_1995	LBFG01000001.1 	1995
I-136_1959	PDMF01000001.1 	1959
I-160_1961	NQVC01000001.1 	1961
I-194_1965	NQVF01000001.1 	1965
I-216_1970	NGJP01000001.1 	1970
I-280_1983	NQVD01000001.1 	1983
I-308_1986	NQVI01000001.1 	1986
I-338_1993	NGJO01000001.1 	1993
I-340_1995	NQVG01000001.1 	1995
I-349_1999	NGJR01000001.1 	1999
I-370_2010	NQVH01000001.1 	2010
KIV-L_2014	NGJQ01000001.1 	2014
KSA-BM-07_2017	QVMF01000001.1 	2017-03
KU-RCF-03_2014	LDTY01000011.1 	2014
KU-RCF-31_2014	LDTX01000011.1 	2014
KU-RCF-64_2014	LDTW01000011.1 	2014
KU-RCF-84_2014	LDTV01000011.1 	2014
KU-RCF-96_2014	LAQM01000011.1 	2014
LMN17_2018	RZHY01000001.1 	2018-02-02
LMN18_2018	RZHZ01000001.1 	2018-02-02
LMN19_2018	RZIA01000001.1 	2018-02-02
LMN20_2018	RZIB01000001.1 	2018-02-02
M28-12_Unknown	AFFA02000029.1 
M28_Unknown	CP002459.1 	1955
MY1483-09_2009	CDGE01000001.1	2009
NCTC10508_1963	UAQR01000017.1 	1963
NCTC10509_1961	UAQQ01000026.1 	1961
NCTC8223_1900or1951	UAQS01000026.1 
NCTC8334_1900or1951	UIGG01000004.1 
NI_2007	CP002931.1 	2007
NIPH-Bru11_2010	LT962922.1 	2010
NIPH-Bru1_2005	LT962949.1 	2005
NIPH-Bru13_2010	LT962914.1 	2010
NIPH-Bru20_2011	LT962945.1 	2011
NIPH-Bru2_2006	LT962924.1 	2006
NIPH-Bru24_2012	LT962918.1 	2012
NIPH-Bru37_2013	LT962910.1 	2013
NIPH-Bru40_2014	LT962940.1 	2014
NIPH-Bru41_2014	LT962943.1 	2014
NIPH-Bru4_2006	LT962938.1 	2006
NIPH-Bru43_2015	LT962930.1 	2015
NIPH-Bru44_2015	LT962912.1 	2015
NIPH-Bru45_2016	LT962920.1 	2016
NIPH-Bru46_2016	LT963348.1 	2016
NIPH-Bru47_2016	LT963350.1 	2016
NIPH-Bru48_2016	LT962926.1 	2016
NIPH-Bru5_1999	LT962936.1 	1999
NIPH-Bru6_1999	LT962932.1 	1999
NIPH-Bru7_2002	LT962928.1 	2002
NIPH-Bru8_2003	LT962953.1 	2003
NIPH-Bru9_2003	LT962947.1 	2003
Phil1136-12_2012	CDGF01000001.1 	2012
Phil1136_2012	CDGF01000001.1 	2012
QH61_2015	CP024653.1 	2015-04-11
QY1_2015	CP022204.1 	2015-04-29
R3-07-2_2007	AQNM01000001.1 	2007
Sep-63_Unknown	ACEM01000060.1 	
SKN25_2015	MDXK01000001.1 	2015-12-21
UBA11147_Unknown	DORB01000019.1 	 
UBA11435_Unknown	DMII01000019.1 	 	
UBA8483_Unknown	DOPP01000022.1 	 	
UBA8756_Unknown	DPRF01000023.1 	 	
UK14-06_2006	KB850576.1 	2006
UK19-04_2005	AQNN01000001.1 	2005
UK22-04_2004	KB850529.1 	2004
UK22-06_2006	AQNO01000001.1 	2006
UK23-06_2006	KB850583.1 	2006
Uk24-06_2006	KB850589.1 	2006
UK29-05_2005	KB851254.1 	2005
UK3-06_2006	KB850600.1 	2006
UK31-99_1999	KB850596.1 	1999
UK37-05_2005	KB850603.1 	2005
VRI4799-15_2015	NGAC01000001.1 	2015-05-12
VRI6530-11_2011	NGAE01000001.1 	2011-05-25
VRI-6856-11_2011	NGAD01000001.1 	2011-06-01
VRI6856-11_2011	NGAD01000001.1 	2011-06-01
